podcast_id,title,host,category,language,avg_rating,num_episodes,release_year
667,Could culture kitchen.,Mr. Raymond Waller DDS,Lifestyle,English,4.88,837,2017
668,Daughter put.,Daniel Nielsen,Comedy,Arabic,2.73,708,2023
669,Safe someone black our.,Marcus Gilbert,Philosophy,Spanish,4.49,746,2013
670,Real according.,Dalton Fletcher,True Crime,German,4.75,978,2016
671,Indicate believe economic officer.,Kara Baird,Politics,German,3.91,538,2016
672,Local attention feeling.,Debbie Rodriguez,Health,Arabic,2.37,11,2018
673,Population apply election town mention.,Jessica Jefferson,News,German,4.61,12,2016
674,Early door.,Isaiah Dean,News,Arabic,4.32,173,2020
675,Trip sometimes trip coach.,Nathan Sanders,Technology,Portuguese,3.66,627,2010
676,Expert second east.,Robert Owens,Society,Russian,3.2,488,2015
677,Home least live.,Samantha Kennedy MD,Comedy,French,2.39,197,2013
678,Off rich.,Hector Graham,Comedy,Portuguese,2.56,913,2011
679,Across trade far.,Warren Hill,Business,Italian,2.62,276,2006
680,Discover attorney attack.,Eric Wood,History,Hindi,3.94,801,2018
681,Price hope commercial example use.,Michael Hale,Health,Arabic,3.68,851,2010
682,Scientist seven station education place.,Karen Alvarez,Education,Italian,3.34,548,2020
683,No end view decide simple.,Matthew Harrington,Music,Arabic,4.26,982,2005
684,Official sometimes.,Dawn Melendez,Society,German,3.4,378,2014
685,Teach ahead point.,Mary Klein,Education,Arabic,3.12,904,2021
686,Including gas above certain.,Daniel Moreno,Music,Chinese,2.04,466,2005
687,Heavy should actually.,Samuel Brown,Lifestyle,Italian,3.24,531,2013
688,Quality prevent.,Kaitlin Dawson,Philosophy,Italian,3.8,836,2013
689,Their single.,Brandon Roth,Music,English,4.69,79,2017
690,Surface nation amount.,Catherine Hayes MD,True Crime,Arabic,4.15,799,2019
691,Later others fine.,Joseph Greene,Politics,English,2.31,156,2005
692,No force whom wife.,Robert Nguyen,Sports,Arabic,3.37,509,2006
693,Always arm talk.,Jennifer Hamilton,Health,Italian,3.62,440,2009
694,Hospital discuss need.,Matthew Blackwell,Society,German,2.32,643,2009
695,Cost leave pick follow.,Brian Daniels,True Crime,Portuguese,2.03,32,2007
696,Program generation.,Brett Johnson,Politics,English,3.61,350,2018
697,Everything he none guess behind.,Andrea Haynes,Lifestyle,Italian,4.26,414,2025
698,Beautiful down find.,Kara Carr,Music,Italian,3.97,538,2022
699,Traditional southern.,Jodi Gonzales,Sports,Russian,2.1,693,2007
700,Almost man spring.,Garrett Winters,Comedy,Italian,3.02,227,2023
701,Respond hospital person.,Michael Wright,Science,Italian,4.55,492,2025
702,Economy discover win.,Kenneth Cooper,News,English,2.34,942,2010
703,Raise case.,Erika Mclaughlin,Education,Hindi,3.52,984,2015
704,Leg but feel.,Katrina Gilbert,Lifestyle,Spanish,4.03,912,2005
705,Friend attention face mention.,Juan Vargas,Society,Chinese,2.84,443,2023
706,Although heavy lot.,Shelley Mason,Health,Russian,2.29,674,2017
707,Character poor.,Tanya Young,True Crime,Portuguese,2.16,835,2025
708,Ground health boy above.,Carlos Rivera,Music,French,4.04,997,2014
709,Pm leave half charge.,Jennifer Valencia,Lifestyle,Russian,2.68,360,2012
710,Visit trial country.,Mario Mullen,Politics,Italian,3.93,751,2006
711,Lot idea various whatever.,Casey Duffy,Comedy,German,3.54,239,2008
712,Through five war.,Christopher Harris DDS,Health,English,4.43,931,2024
713,Interest cold pressure painting.,Jose Gibson,History,Spanish,4.81,329,2007
714,Science office.,Jonathan Walker,Politics,French,4.91,175,2020
715,Doctor whose city size.,Bradley Bennett,History,Russian,3.5,25,2019
716,International determine manage star.,Jerry Dean,Music,German,2.7,59,2021
717,Easy risk better road.,Christopher Bowen,Philosophy,German,3.15,916,2018
718,Employee as interview.,Edward Greene,Education,Portuguese,2.1,206,2012
719,Do movie million.,Danielle Day,News,Russian,2.61,221,2007
720,Body international around.,Brittney Clarke,Education,Italian,3.89,57,2005
721,Whether character phone town.,Logan Kemp,True Crime,English,4.06,552,2018
722,Government collection mean land Congress.,Keith Dennis,Sports,Hindi,4.67,737,2010
723,Blood sit name personal.,Christine Schmidt,Science,Hindi,2.35,104,2016
724,Last how Democrat goal.,Jeffery Sanchez,Lifestyle,English,2.54,219,2013
725,Anyone magazine visit choose choose.,Devon Hensley,Music,French,3.25,847,2014
726,Consumer whom low.,Amy Harris,True Crime,French,2.06,482,2023
727,Itself laugh minute agreement.,Anthony Allen,Philosophy,Arabic,4.23,809,2005
728,Police chair.,Kelly Mckay,Science,Portuguese,3.51,397,2016
729,News it hope way.,David Harris,Society,Portuguese,4.17,401,2014
730,Eat size available push authority.,Kayla Owens,Comedy,English,2.3,482,2023
731,Which they market matter.,Sherri Brewer,Lifestyle,Russian,3.26,275,2005
732,Full treatment control interesting.,Joseph Baker,Sports,Hindi,4.25,403,2010
733,Learn audience they morning character.,Austin Hinton,Comedy,English,3.58,324,2013
734,Paper like democratic.,Angel Mccall,Lifestyle,Portuguese,2.33,108,2015
735,Writer employee unit people.,Richard Woods,Science,Arabic,3.76,92,2009
736,Close himself car.,Joshua Johnson,Philosophy,Spanish,3.74,822,2015
737,Everyone drop movie.,Robert Smith,Education,Hindi,2.03,561,2022
738,Finally note third green.,Walter Ayers,Lifestyle,Chinese,3.95,890,2018
739,Bill child success cost.,Nicholas Perez,History,French,3.82,457,2023
740,Company protect I order.,Michael Gilbert,History,English,3.16,810,2005
741,Discover see.,Katelyn Mercado,Society,Russian,3.92,833,2009
742,General class final few.,Jessica Wagner,Philosophy,Spanish,2.52,383,2016
743,Face again himself move call.,Jeffrey Lewis,Sports,Hindi,3.34,888,2010
744,Technology food bank indicate.,John Bryant,Technology,Portuguese,4.41,399,2008
745,Page our table administration soon.,Shane Murphy,Philosophy,Arabic,4.01,272,2005
746,Particularly music.,Michael Torres,Lifestyle,English,3.55,944,2017
747,Kid seven.,Nicholas Peters,Lifestyle,Arabic,3.51,819,2012
748,Short military camera visit.,Valerie Navarro,Philosophy,Arabic,3.9,882,2022
749,Since store state.,Sharon Valencia,News,Hindi,3.14,865,2017
750,Door threat should describe.,Thomas Wallace,Politics,Hindi,3.45,205,2022
751,Such of should.,Luis Mason,Health,German,3.6,801,2024
752,Keep top.,Jennifer Cole,Comedy,Arabic,2.48,581,2007
753,Television top partner.,Mr. Jason Gutierrez,Sports,Russian,3.9,463,2016
754,Move matter human whether.,Cathy Turner,Health,Italian,2.14,263,2020
755,Party computer them recently.,Lynn Duke,Health,Spanish,2.68,827,2014
756,Good cultural available.,Lisa Patel,Business,German,3.55,708,2009
757,Score president tax while church.,Carrie Lopez,Lifestyle,French,3.27,906,2006
758,Black person stop.,Kevin Hale,Sports,Italian,4.01,12,2021
759,Include pattern blue case enter.,Kellie Stewart,Sports,Hindi,3.22,698,2010
760,Growth seat government.,Angela Frank,Society,Chinese,2.76,208,2022
761,Religious four meeting answer.,Linda Frost,Comedy,English,4.01,487,2006
762,Vote information medical.,Lindsey Cruz,Health,French,2.27,459,2023
763,Anyone executive.,Eric Johnson,Sports,Italian,2.93,136,2006
764,Information budget go yes.,Patrick Howell,True Crime,French,4.39,380,2010
765,Continue large age respond.,Melinda Knight,News,Portuguese,3.87,240,2007
766,Tonight experience can.,Brian Grant,History,Spanish,2.35,104,2024
767,Ready area wait drop defense.,Dr. Richard Mccarthy MD,Politics,French,2.07,938,2018
768,Also something majority indicate.,Craig Smith,Society,Arabic,4.42,442,2020
769,Sense federal success.,Holly Villa,True Crime,Spanish,3.04,988,2009
770,Floor spring population.,Penny Perry,Sports,English,2.66,193,2019
771,Government response employee.,Elizabeth Wilson,Music,Chinese,2.03,874,2009
772,Walk drug always body.,Janet Landry,Music,English,3.63,419,2023
773,National last eight.,Shelia Evans,Education,Portuguese,4.27,644,2007
774,Lawyer west.,Rebecca Garner,Education,Chinese,4.96,403,2016
775,Service alone raise pick.,William Boone,Health,French,3.04,404,2023
776,Glass realize what.,Bryan Cervantes,Science,Russian,2.61,671,2024
777,View nice staff action.,Adrian West DVM,True Crime,Spanish,2.28,924,2023
778,Head store.,Shane Lozano,News,Arabic,2.75,961,2021
779,Real matter design prove themselves.,Charles Ellison,Business,German,3.96,437,2008
780,Movie rate someone serious ask.,Danielle Young,Health,Chinese,4.44,964,2021
781,Congress cause newspaper may.,Tammy Goodwin,Comedy,French,4.21,232,2015
782,Which among cost protect.,Thomas York,Sports,Chinese,3.62,532,2022
783,Worker reveal somebody.,James Martin,Technology,English,4.56,73,2013
784,Democratic detail imagine.,Rebekah Gutierrez,Society,German,2.37,637,2023
785,Rest difference film force.,William Chavez,Politics,Arabic,3.79,47,2008
786,Skin administration paper.,Amy Wilson,Society,Italian,2.14,827,2018
787,Visit you director them.,Meredith Le,True Crime,Italian,2.88,764,2024
788,Everybody food.,Crystal Fowler,Business,Italian,3.31,90,2010
789,Ahead early memory.,Kerry Stephens,Politics,Chinese,3.28,527,2021
790,Ever study.,Daniel Webster,Comedy,Arabic,4.5,767,2009
791,Many better million.,Angela Walker,Sports,Spanish,4.77,818,2007
792,Commercial brother have community.,Tanya Ross,Sports,English,2.92,567,2022
793,Know join general.,Charles Stewart MD,History,Chinese,4.54,312,2018
794,Have expert.,Carol Brooks,Lifestyle,English,3.94,285,2005
795,Theory guy.,Sara Franklin,Business,Portuguese,4.61,328,2008
796,Word mission interview outside.,April Rodriguez,Politics,Hindi,2.99,587,2007
797,Would week control break.,Misty Schmidt,History,English,4.61,82,2023
798,Box address name talk stand.,Timothy Bennett,True Crime,Chinese,2.4,416,2021
799,Take any until maybe seat.,David Wolfe,True Crime,Russian,3.78,936,2019
800,Key everybody try more.,Kelly Meadows,Comedy,Portuguese,4.02,584,2017
801,Fund by economy.,Ricardo Lawrence,Society,Italian,2.82,460,2013
802,Grow offer yourself value.,Cynthia Lynch,Politics,Spanish,4.21,860,2014
803,Me off have town.,Morgan Watson,True Crime,Arabic,2.5,896,2019
804,Win sea.,Jose Byrd,Sports,Chinese,4.11,206,2015
805,Save drop light.,Ashley Erickson,News,French,3.74,556,2018
806,Surface or.,Janet Klein,Education,German,4.47,705,2014
807,Ok across.,Charles Hall,Health,Italian,2.04,636,2008
808,Kind yourself several dog yard.,Justin Hogan,Education,Hindi,4.54,347,2019
809,Any positive more total suggest.,Brian Thompson,Lifestyle,French,2.08,995,2023
810,Job receive tax.,John Johnson,Music,Arabic,4.3,779,2008
811,Fly pick.,Timothy Cox,Business,German,2.8,682,2007
812,Big quickly school.,Mathew Thompson,True Crime,Chinese,2.46,34,2008
813,This history white family.,Brian Jackson,Sports,Chinese,2.66,703,2005
814,Deep think.,Kathleen Burke,News,Chinese,3.16,788,2007
815,Effort despite store have.,Michael Stokes,Music,Russian,4.43,618,2007
816,Different chair wrong project.,Darryl Harrison,Technology,Chinese,4.42,816,2009
817,Soldier statement author economy.,Nicholas Robinson,Music,Spanish,3.08,59,2006
818,Base yes open.,Samantha Garza,Technology,English,4.76,606,2005
819,Write woman inside.,Stacey Fischer,Lifestyle,Portuguese,3.32,41,2010
820,History discover finally commercial open.,Samantha Hill,Comedy,Arabic,2.95,802,2023
821,Whole those life.,Jamie Lane,True Crime,English,2.53,193,2017
822,Attorney bit future season three.,Arthur Ford,History,Spanish,4.98,980,2019
823,Prove prove add rate.,Jose Green,Politics,Italian,2.7,321,2021
824,Treat single relate.,Edward Brown,History,German,4.82,21,2014
825,Few candidate street bit.,Alfred Elliott,Politics,Italian,4.91,414,2008
826,Cultural far spring campaign.,Zachary Navarro,True Crime,Spanish,3.6,107,2007
827,Stand goal.,Thomas Simmons,Comedy,Italian,3.98,426,2005
828,Enter experience dream.,Amy Burke,Science,Russian,3.49,434,2009
829,Left lose of gas consider.,Kelly Curry,Music,Italian,2.11,72,2010
830,Challenge light ten.,John Ford,Lifestyle,Russian,3.16,433,2015
831,Trade project page.,Angela Daniels,Society,English,3.82,969,2011
832,Between deep bit.,Kimberly Mann,History,German,2.6,44,2025
833,Expert better.,Kimberly Thompson,Technology,Spanish,4.74,113,2019
834,Yes at discuss front.,Rachel Horton,Science,Portuguese,4.15,502,2015
835,Step modern watch anyone.,Michele Hester,Science,Arabic,2.92,858,2007
836,Off able sell present hotel.,Tonya Wright,News,Italian,2.47,223,2005
837,Task yeah yet.,Natalie Bowen,Lifestyle,Italian,3.37,568,2013
838,Apply before way beautiful.,Amy Baxter,True Crime,Portuguese,4.02,320,2012
839,Despite project player.,Lisa Williams,Education,Portuguese,3.04,884,2005
840,Story particular appear middle then.,Crystal Newman,History,Portuguese,2.1,907,2025
841,Chance myself image various.,Reginald Paul,Society,German,4.82,44,2016
842,There player kid.,Ryan Porter,Education,Chinese,2.61,631,2022
843,Traditional maintain already.,Anthony Wright,Music,Hindi,3.22,548,2024
844,Big coach audience travel.,Jeffrey Gray,Lifestyle,Chinese,3.96,897,2024
845,Event perhaps material parent.,Debbie Wright,Politics,French,2.76,999,2024
846,Same through.,Laura Harvey,Science,Hindi,4.54,676,2008
847,Picture cultural small.,Robert Ware,Technology,Russian,3.64,184,2016
848,Building important.,Jennifer Gallegos,Health,French,3.81,682,2024
849,He add hour.,Dawn Hart,Lifestyle,English,4.41,627,2005
850,Director social national.,Glenn Lane,Lifestyle,Portuguese,4.21,109,2021
851,Itself include rest child Mrs.,Jose Cook,News,Italian,4.24,556,2016
852,Again finally deep a.,Laura Navarro,Philosophy,English,2.3,883,2025
853,Short indeed course dog.,William Long,Music,Spanish,3.31,186,2013
854,Institution parent you.,William Ortiz,Education,French,4.87,110,2023
855,Hear that project water.,Katelyn Pugh,History,Portuguese,3.43,961,2015
856,Hospital nothing here pay.,Mark Silva,Lifestyle,German,3.99,913,2006
857,Subject treatment no.,Michael Herrera,True Crime,Arabic,2.81,491,2008
858,However woman information recently.,Eric Martinez,News,Russian,2.37,763,2008
859,Sometimes discussion blood certainly.,Angela Elliott,Society,Italian,3.45,602,2023
860,Stuff dog.,Brandon Woods,Health,German,4.85,921,2018
861,Time moment Mr.,Brooke Joseph,True Crime,Chinese,3.06,818,2011
862,Free responsibility significant whole decade.,Douglas Mays,Music,Italian,2.6,908,2006
863,Apply sing different know whole.,Traci Davis MD,Health,Spanish,3.53,127,2024
864,Office travel always.,Matthew Burnett PhD,Business,French,3.8,168,2012
865,If wall easy.,Mr. Matthew Chan,Health,Hindi,3.09,149,2009
866,Place concern court heart.,Jennifer Ryan,Sports,Russian,3.97,839,2015
867,Type international by.,James Gonzalez,History,English,3.11,517,2013
868,According standard inside.,David Adams,Society,German,3.12,861,2017
869,Benefit decade miss pretty.,Cody Mcgee,Music,Arabic,2.89,861,2007
870,Picture cost enough reduce.,Grace Peterson,Comedy,Spanish,2.3,183,2015
871,Use energy.,Terry Lopez,Education,French,2.92,57,2020
872,Decade follow figure.,Sara Cross,Health,English,2.42,548,2013
873,Near forget from control yes.,Amanda Smith,Comedy,English,2.08,658,2007
874,Expert station store bank.,Jennifer Jones,History,Arabic,2.04,716,2020
875,Back admit me.,Margaret Gray,Sports,Italian,4.72,425,2022
876,Half maybe.,Alexa Gonzalez,Comedy,Portuguese,4.32,442,2008
877,Difference carry.,Dustin Garner,Comedy,French,3.78,978,2012
878,Responsibility on western nor step.,Darren Chang,Technology,Portuguese,4.65,30,2012
879,Exactly city none.,Jordan Johnston,Comedy,Portuguese,2.5,801,2006
880,Anyone quality skin world.,Diana Richardson,Science,German,2.67,334,2024
881,Exist parent president.,Nicole Vasquez,Science,Arabic,4.66,817,2021
882,Project vote.,Erika Cole,True Crime,Russian,4.57,548,2009
883,Detail Republican like.,Mark Brooks,Health,Spanish,2.24,791,2017
884,Director late.,Allen Guzman,True Crime,Spanish,2.71,630,2022
885,Hour letter church sea.,Nicole Mahoney,Science,Portuguese,4.54,233,2022
886,Here writer special.,Preston Hodge,Technology,Italian,4.68,601,2017
887,Only piece hard.,Jeremy Dean,History,Russian,2.13,60,2014
888,Course state media keep small.,Nicholas Velazquez,Comedy,French,3.16,433,2024
889,End finish student.,Derrick Martinez,Health,German,4.75,243,2019
890,Wide mission safe per experience.,Mary Camacho,Comedy,Spanish,4.59,500,2024
891,Like make involve property.,Mary Huerta,Politics,Italian,2.62,418,2014
892,She forward art off.,Michael Barrett,News,German,2.77,744,2017
893,Later these poor admit.,Ryan Caldwell,Business,English,2.64,43,2008
894,Might forget they.,Jose Flores,True Crime,Portuguese,2.14,135,2010
895,Apply employee small adult debate.,Vanessa Richardson,Politics,Hindi,4.48,12,2018
896,Night church much.,Krystal Callahan,Comedy,Chinese,4.66,476,2025
897,Agreement assume protect country determine.,Angela Mccoy,News,Arabic,3.3,162,2008
898,Defense poor executive minute region.,Laura Pena,News,English,3.51,644,2015
899,Court financial.,Daniel Sanchez,Health,English,3.96,885,2024
900,Pattern activity service community Mr.,Eric Reid,Business,French,4.93,214,2019
901,A election five wish.,Mary Smith,Philosophy,Russian,4.97,737,2008
902,Try opportunity two second.,Melissa Flores,Philosophy,German,2.82,864,2005
903,Visit meet.,Joshua Jackson,News,Russian,3.94,137,2020
904,Spring just behavior with.,Robert Gibson,Comedy,Arabic,4.05,437,2023
905,Music within.,Tanya Ortiz,Technology,German,2.18,618,2015
906,Drug allow executive together.,Troy Fitzpatrick,Sports,Italian,3.98,146,2015
907,Consumer finally never team.,Donna Allen,News,French,3.72,685,2009
908,Agent outside race.,Kathleen Figueroa,Sports,German,2.94,516,2015
909,Hour born perform.,Patrick Peterson,Science,Italian,2.42,865,2005
910,Important simple.,Amanda Avila,Science,German,2.01,256,2011
911,Candidate push.,Kenneth Hall,Comedy,Spanish,4.1,841,2011
912,Anyone ok like director.,Janet Stevens,True Crime,French,4.81,951,2023
913,Son change space without officer.,Benjamin Collins,Politics,English,2.57,723,2017
914,Here cup care career make.,Stephanie Rice,Lifestyle,English,2.35,326,2023
915,Cut visit.,Shannon Lawson,Music,Chinese,4.26,977,2022
916,Trade feeling spend wall sign.,David Peters,Education,French,3.1,738,2018
917,Available unit cost science.,Tina Marks,Education,English,2.36,832,2009
918,Because yard.,Scott Ingram,Comedy,Arabic,2.55,637,2024
919,Power which give always risk.,Rebecca Grant,Education,English,4.45,65,2019
920,Stuff painting foreign culture face.,Tamara Thomas,Education,French,4.75,137,2006
921,Interview behavior easy.,Jesse Brown,Lifestyle,Chinese,4.7,732,2022
922,Loss yeah option choose defense.,Robert Stevenson,Health,Russian,3.13,170,2012
923,Home sit.,Chelsea Hampton,Society,Russian,2.59,971,2021
924,Most main worker.,Mr. James Reyes Jr.,Science,Arabic,2.1,580,2013
925,Several effort culture field.,Angela Kemp,Politics,German,4.9,230,2023
926,Red section fact.,Marcus Beltran,Technology,Spanish,4.11,339,2025
927,Oil worry off.,Christopher Kelley,Technology,Arabic,4.68,131,2006
928,Here about party record.,Nicole Thomas,Business,Arabic,3.75,581,2020
929,Continue energy.,Deborah Bowman,Comedy,Italian,2.92,331,2025
930,Left he television.,Thomas Chavez,True Crime,German,2.33,465,2008
931,About live she.,Victor Wolfe,Sports,Arabic,2.71,764,2023
932,Risk key travel beat.,Pamela Norris,Business,German,4.03,748,2012
933,Phone partner hotel their.,Joel Miller,True Crime,German,3.79,288,2008
934,Base collection past approach various.,Jeremy Boyd,True Crime,English,4.13,852,2015
935,Book base fund recent.,Cynthia Nguyen,Sports,Hindi,2.23,641,2024
936,Receive time job.,Justin Pope,Music,German,2.94,667,2023
937,Simply base mind money.,Donald Lewis,Business,Spanish,3.04,486,2017
938,North certain instead notice type.,Debra Arnold,Technology,Spanish,4.97,65,2017
939,The note scene especially color.,Cheryl Martinez,Science,Chinese,3.37,720,2006
940,Decision full former.,Sarah Ward,Health,Arabic,4.93,361,2014
941,Bring likely dark serve.,Zachary Gray,History,Russian,2.63,902,2006
942,Office federal place.,Frank Murphy,Music,French,2.02,780,2019
943,Story president.,Mrs. Theresa Singh DDS,Science,German,4.97,593,2006
944,This loss shoulder blood.,Michelle Fuller,Education,Russian,4.18,229,2021
945,Physical sometimes green book.,Nathan Sutton,Society,Portuguese,3.45,594,2020
946,Everybody necessary wife.,Pamela Duran,Philosophy,English,2.77,686,2007
947,Quality management red.,Tiffany Foster,Technology,Russian,4.64,469,2018
948,Traditional garden impact.,Tracy Brown,Politics,Russian,2.24,66,2008
949,Year billion base respond central.,Alyssa Taylor,Business,Russian,4.54,110,2009
950,Four role family officer beat.,Chris Watson,Lifestyle,Chinese,4.09,855,2017
951,Prepare always.,Dana Pennington,News,Arabic,2.33,84,2020
952,Member along energy ahead.,Douglas Willis,Science,German,2.64,227,2019
953,Data ok professional these morning.,Sharon Ruiz,Lifestyle,Spanish,4.02,121,2017
954,Art some note middle.,Nicole Davis,Politics,French,3.85,825,2013
955,Enough blue cut.,Steven Brown,Business,French,4.66,934,2024
956,Themselves country change guess.,David Singleton,Education,French,3.61,507,2023
957,Son no southern.,Felicia Lewis,True Crime,German,2.8,307,2020
958,High dinner.,Hannah Schroeder,Business,Russian,4.37,694,2008
959,Eat summer receive.,Christopher Baxter,Science,German,4.11,20,2017
960,Director mention leader serve.,Rachel Johnson,True Crime,Chinese,2.57,661,2023
961,Tax risk.,Andrew Porter,History,Arabic,3.07,429,2009
962,Four sign involve.,Angela Ramos,Business,English,3.58,253,2013
963,Increase investment.,David Underwood,News,Arabic,3.71,355,2010
964,Hair meeting big.,Christine Sanchez,Music,English,4.97,456,2014
965,Small people be store.,Michael Kemp,Politics,Italian,2.29,173,2025
966,Outside mission.,Meredith Garcia,Health,Spanish,4.68,894,2019
967,Shoulder goal myself local.,Janet Johnson,Philosophy,Spanish,4.87,372,2025
968,Police director.,Luis Ford,Society,English,2.56,773,2020
969,Every fact.,Kenneth Vargas,Health,English,3.41,737,2008
970,Dream fish recognize simple.,Monica Moon,True Crime,Spanish,4.83,224,2018
971,Nor project.,Amy Clay,Politics,French,4.27,417,2006
972,Per specific town.,Kelly Clark,Politics,German,2.25,641,2023
973,Church official common him.,Bryan Cox,Education,German,4.66,436,2006
974,Standard big those.,Maria Bean,News,English,3.34,318,2018
975,Room skill reflect least hear.,Andrea Reynolds,Comedy,Italian,2.73,253,2019
976,Kind about member finish place.,Timothy Cole,Business,Hindi,2.63,685,2021
977,Soldier machine.,Marcus Owens,Lifestyle,Arabic,3.28,179,2019
978,Tax pick.,Melissa Calhoun,True Crime,French,4.5,417,2009
979,Personal author type.,Gregory Clark,Education,Russian,4.31,110,2007
980,Question career player.,Jason Roman,Society,Russian,3.56,504,2022
981,Production represent color.,Tina Parker,News,Hindi,4.9,838,2019
982,Pick thought new hard.,Dean Brewer,Comedy,Spanish,3.99,265,2008
983,Get approach as thank.,Samantha Silva,Education,Portuguese,3.17,882,2020
984,Exactly movie evidence central.,Pamela Ramirez,Science,Spanish,2.26,704,2007
985,Matter themselves add discover.,John Roth,Politics,Russian,4.11,380,2006
986,Raise as fast.,Paul Gonzalez,Business,Italian,2.41,325,2019
987,Happen identify line tough read.,Amanda Holland,Business,Russian,3.51,695,2018
988,Fire technology realize character past.,Bradley Ellis,News,Russian,4.94,814,2021
989,Situation me Congress environmental.,Crystal Allison DDS,Science,Hindi,3.92,356,2011
990,Need show decade.,Steven Perez,Philosophy,German,3.9,156,2019
991,Dark small six hotel place.,Sandra Allison,Education,Hindi,4.34,216,2012
992,Marriage blood year.,Kayla Rivera,Sports,Portuguese,2.22,261,2018
993,Type hour color.,Kelly Hester,News,English,3.6,843,2011
994,Stuff interesting own gas parent.,Ricky Jones,Society,Portuguese,2.34,685,2023
995,Material especially lot.,Dorothy Miller,Society,Russian,2.46,604,2007
996,Nor two bag.,Jeffrey Ellis,True Crime,French,3.11,718,2022
997,Floor director if office anything.,Daniel Jefferson,Health,English,4.19,963,2024
998,Trouble time blood.,Jesus Foster,Society,Italian,3.58,971,2010
999,Which three strong.,Robert Chambers,Science,Portuguese,2.16,281,2015
1000,There answer allow fact.,Zachary Graves,Philosophy,Portuguese,3.3,167,2020
